Id;Gênero;RendaFamiliar;EducacaoPaterna;PeriodoDeAula;FezAulaParticular;EstadoCivilDosPais;PraticaEsportes;FilhoMaisVelho;NumIrmaos;TransporteEscolar;HorasDeEstudo;notaDeMatematica;notaDePortugues;notaDeCiencias
784;masculino;grupo A;superior incompleto;matutino;nao;casado;eventualmente;nao;2;carro;> 10;58;57;53
785;feminino;grupo C;superior completo;vespertino;sim;solteiro;eventualmente;sim;1;;> 5 < 10;43;51;48
786;feminino;grupo E;;vespertino;nao;divorciado;;sim;1;;> 5 < 10;78;78;73
787;feminino;grupo D;superior completo;matutino;sim;viuvo;regularmente;sim;2;carro;> 5 < 10;81;89;94
788;masculino;grupo C;;matutino;nao;solteiro;regularmente;nao;3;onibus;> 5 < 10;76;79;74
789;feminino;grupo D;mestrado;matutino;sim;casado;eventualmente;nao;3;onibus;> 5 < 10;70;57;62
790;masculino;;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;1;onibus;> 10;82;74;73
791;masculino;grupo C;ensinao medio;matutino;nao;divorciado;eventualmente;sim;1;carro;> 5 < 10;51;52;44
792;feminino;grupo E;ensinao medio;matutino;nao;casado;eventualmente;sim;4;carro;< 5;86;68;64
793;feminino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;sim;;onibus;> 10;79;79;76
794;masculino;;mestrado;matutino;sim;casado;nunca;sim;3;onibus;> 5 < 10;89;90;97
795;feminino;grupo D;superior completo;matutino;sim;solteiro;eventualmente;sim;3;onibus;> 5 < 10;88;84;88
796;masculino;grupo B;some ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;0;;> 5 < 10;33;32;36
797;masculino;grupo B;superior completo;matutino;;casado;eventualmente;nao;3;carro;> 5 < 10;72;75;72
798;masculino;grupo B;ensinao medio;vespertino;nao;casado;eventualmente;nao;2;carro;> 5 < 10;43;47;47
799;masculino;grupo B;some ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;6;onibus;< 5;64;66;63
800;feminino;grupo D;some ensinao medio incompleto;matutino;sim;solteiro;eventualmente;sim;1;onibus;> 10;69;55;56
801;masculino;;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;0;;< 5;70;78;75
802;masculino;grupo D;ensinao medio incompleto;matutino;;casado;eventualmente;nao;3;onibus;> 5 < 10;73;72;60
803;masculino;grupo C;superior incompleto;vespertino;sim;casado;regularmente;sim;3;onibus;> 5 < 10;73;68;65
804;masculino;grupo D;superior incompleto;vespertino;nao;solteiro;eventualmente;sim;2;onibus;> 5 < 10;62;56;48
805;masculino;grupo B;ensinao medio incompleto;matutino;nao;viuvo;eventualmente;sim;1;carro;> 10;82;82;75
806;feminino;grupo E;;matutino;nao;divorciado;eventualmente;nao;3;onibus;> 10;77;58;59
807;masculino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;1;;> 5 < 10;54;71;67
808;feminino;grupo C;superior completo;vespertino;nao;casado;eventualmente;sim;1;carro;< 5;56;53;43
809;masculino;grupo B;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;2;onibus;> 5 < 10;59;80;71
810;feminino;grupo B;superior incompleto;matutino;nao;casado;eventualmente;sim;0;carro;< 5;71;63;63
811;feminino;grupo C;superior incompleto;matutino;sim;solteiro;eventualmente;nao;1;onibus;> 5 < 10;94;100;100
812;feminino;grupo B;superior completo;matutino;sim;divorciado;eventualmente;nao;1;onibus;> 5 < 10;82;87;93
813;masculino;grupo D;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;1;carro;> 5 < 10;40;43;47
814;masculino;grupo D;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;0;onibus;> 5 < 10;83;65;66
815;masculino;grupo B;superior completo;matutino;nao;divorciado;regularmente;sim;2;;< 5;48;44;44
816;masculino;grupo A;some ensinao medio incompleto;matutino;sim;casado;nunca;sim;3;carro;> 10;92;91;86
817;masculino;grupo A;ensinao medio incompleto;vespertino;nao;divorciado;eventualmente;nao;2;onibus;< 5;59;59;52
818;feminino;grupo C;ensinao medio incompleto;matutino;nao;casado;regularmente;nao;2;onibus;> 10;77;71;69
819;feminino;grupo D;;matutino;nao;divorciado;regularmente;nao;4;onibus;> 5 < 10;42;54;54
821;feminino;grupo B;ensinao medio incompleto;matutino;nao;divorciado;regularmente;sim;3;onibus;> 10;42;44;43
822;feminino;grupo B;ensinao medio incompleto;matutino;nao;casado;nunca;sim;4;carro;< 5;67;82;76
823;masculino;grupo C;mestrado;matutino;sim;casado;regularmente;sim;1;carro;> 10;98;100;100
824;feminino;grupo C;superior incompleto;matutino;nao;divorciado;regularmente;sim;2;onibus;< 5;57;57;56
825;masculino;grupo D;superior completo;matutino;sim;casado;nunca;sim;0;onibus;> 5 < 10;69;90;93
826;feminino;grupo E;ensinao medio;vespertino;nao;solteiro;regularmente;sim;5;carro;< 5;58;56;49
827;feminino;grupo B;some ensinao medio incompleto;matutino;;solteiro;nunca;sim;3;;> 10;42;48;47
828;masculino;grupo E;ensinao medio;vespertino;;casado;eventualmente;sim;3;onibus;< 5;67;75;68
829;feminino;grupo B;superior completo;matutino;nao;;regularmente;nao;2;carro;> 5 < 10;79;78;69
830;masculino;grupo C;mestrado;matutino;nao;divorciado;nunca;nao;3;onibus;> 5 < 10;86;86;88
831;masculino;grupo A;superior incompleto;matutino;nao;casado;regularmente;sim;3;carro;< 5;68;60;59
832;feminino;grupo C;ensinao medio;matutino;nao;casado;eventualmente;sim;3;carro;> 5 < 10;65;66;62
833;feminino;grupo B;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;3;carro;> 5 < 10;73;86;80
834;feminino;grupo C;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;3;carro;> 5 < 10;49;56;65
836;masculino;grupo B;ensinao medio;matutino;nao;solteiro;eventualmente;sim;3;;> 5 < 10;65;72;73
837;masculino;grupo A;ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;2;onibus;> 5 < 10;64;55;53
838;masculino;grupo A;some ensinao medio incompleto;vespertino;sim;casado;regularmente;sim;1;carro;< 5;54;65;61
839;masculino;grupo B;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;sim;4;onibus;> 5 < 10;49;53;48
840;feminino;grupo D;some ensinao medio incompleto;vespertino;;divorciado;regularmente;sim;0;carro;> 10;74;65;70
841;masculino;grupo E;ensinao medio;matutino;nao;solteiro;;nao;3;onibus;> 10;45;43;38
842;masculino;grupo B;superior completo;matutino;nao;casado;eventualmente;sim;1;onibus;> 10;65;61;63
843;feminino;grupo B;ensinao medio;matutino;nao;divorciado;regularmente;nao;4;carro;< 5;60;59;57
844;masculino;grupo A;ensinao medio;vespertino;nao;casado;nunca;sim;0;carro;> 5 < 10;69;81;78
845;masculino;grupo B;;vespertino;sim;casado;eventualmente;nao;5;onibus;> 10;76;60;66
847;feminino;grupo E;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;3;onibus;> 5 < 10;68;65;54
849;masculino;grupo D;some ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;0;onibus;< 5;68;86;92
850;masculino;grupo C;mestrado;matutino;;casado;regularmente;sim;1;carro;> 5 < 10;97;91;89
851;feminino;grupo D;superior completo;vespertino;nao;solteiro;nunca;nao;4;carro;> 5 < 10;53;52;48
852;masculino;grupo C;superior completo;vespertino;sim;divorciado;eventualmente;sim;1;onibus;> 10;73;96;90
853;masculino;grupo D;ensinao medio incompleto;matutino;nao;casado;regularmente;sim;2;carro;> 5 < 10;48;44;43
854;feminino;grupo B;ensinao medio;matutino;sim;casado;regularmente;sim;2;onibus;;70;55;67
855;masculino;grupo B;superior completo;matutino;nao;casado;nunca;nao;3;onibus;;96;84;96
856;feminino;grupo B;ensinao medio;matutino;nao;solteiro;regularmente;sim;0;carro;> 5 < 10;79;66;66
857;masculino;grupo B;ensinao medio incompleto;vespertino;sim;casado;nunca;sim;1;carro;> 5 < 10;51;65;60
858;masculino;grupo D;ensinao medio incompleto;vespertino;nao;divorciado;regularmente;sim;3;onibus;< 5;53;46;44
859;feminino;grupo E;some ensinao medio incompleto;matutino;sim;casado;regularmente;sim;3;onibus;> 5 < 10;89;81;78
860;feminino;grupo D;superior completo;matutino;nao;casado;regularmente;sim;2;onibus;> 5 < 10;67;65;75
861;feminino;grupo B;ensinao medio;vespertino;nao;casado;regularmente;sim;2;onibus;< 5;73;83;82
862;masculino;grupo C;superior incompleto;matutino;nao;casado;nunca;sim;1;carro;> 5 < 10;58;62;64
863;masculino;grupo B;ensinao medio;vespertino;nao;solteiro;nunca;sim;1;onibus;> 5 < 10;64;58;57
864;feminino;grupo B;ensinao medio;matutino;sim;casado;eventualmente;sim;4;carro;> 10;96;95;92
865;feminino;grupo D;;vespertino;nao;casado;regularmente;sim;0;carro;< 5;23;28;33
866;feminino;grupo C;ensinao medio incompleto;matutino;nao;viuvo;eventualmente;nao;4;carro;> 5 < 10;54;54;49
868;feminino;grupo D;some ensinao medio incompleto;matutino;nao;;regularmente;sim;2;carro;> 5 < 10;72;82;84
869;masculino;grupo B;superior completo;vespertino;sim;solteiro;eventualmente;nao;1;onibus;> 5 < 10;61;87;86
870;feminino;grupo B;ensinao medio;matutino;sim;casado;nunca;sim;3;onibus;> 5 < 10;70;67;71
871;feminino;grupo C;ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;;onibus;;91;100;99
872;masculino;grupo D;some ensinao medio incompleto;vespertino;sim;casado;regularmente;sim;2;onibus;> 5 < 10;54;65;73
873;feminino;grupo D;superior incompleto;matutino;;casado;eventualmente;nao;4;onibus;> 5 < 10;59;60;58
874;masculino;grupo E;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;0;onibus;> 5 < 10;54;60;61
875;feminino;grupo A;some ensinao medio incompleto;matutino;sim;divorciado;regularmente;nao;2;onibus;> 5 < 10;70;65;68
876;feminino;grupo D;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;nao;5;onibus;> 5 < 10;57;67;68
877;feminino;grupo E;ensinao medio incompleto;vespertino;sim;casado;regularmente;sim;7;onibus;> 5 < 10;83;93;97
878;feminino;grupo B;superior incompleto;matutino;nao;divorciado;eventualmente;sim;1;;< 5;65;67;71
879;masculino;grupo E;mestrado;vespertino;nao;casado;eventualmente;sim;1;onibus;> 5 < 10;70;83;89
880;masculino;grupo B;superior completo;matutino;nao;casado;regularmente;sim;2;carro;> 5 < 10;75;63;52
881;masculino;grupo D;superior completo;vespertino;nao;casado;eventualmente;;1;carro;< 5;76;78;76
882;masculino;grupo C;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;2;carro;> 5 < 10;60;55;47
883;feminino;grupo D;superior completo;matutino;nao;solteiro;eventualmente;nao;1;onibus;> 10;82;77;78
884;feminino;;ensinao medio;vespertino;nao;casado;eventualmente;nao;1;onibus;> 5 < 10;58;64;66
885;masculino;grupo A;mestrado;matutino;sim;casado;regularmente;sim;5;carro;> 5 < 10;75;84;79
886;masculino;;ensinao medio;vespertino;sim;casado;regularmente;sim;1;onibus;> 5 < 10;65;66;66
887;feminino;grupo B;superior incompleto;vespertino;nao;casado;regularmente;sim;0;onibus;< 5;61;67;66
888;masculino;grupo C;some ensinao medio incompleto;vespertino;sim;divorciado;eventualmente;sim;3;onibus;> 5 < 10;59;81;81
889;feminino;grupo D;ensinao medio;matutino;sim;solteiro;eventualmente;sim;2;onibus;< 5;73;72;75
890;masculino;grupo D;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;3;onibus;> 10;78;86;84
891;masculino;grupo C;ensinao medio incompleto;vespertino;nao;solteiro;regularmente;sim;5;onibus;< 5;53;44;37
892;masculino;grupo A;mestrado;matutino;sim;casado;;nao;2;onibus;> 5 < 10;78;79;86
893;feminino;grupo B;;matutino;sim;casado;regularmente;sim;0;onibus;> 10;70;65;62
894;masculino;grupo E;some ensinao medio incompleto;matutino;nao;casado;regularmente;nao;3;;> 5 < 10;86;83;75
895;masculino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;3;onibus;< 5;54;43;46
896;feminino;grupo C;superior completo;matutino;nao;casado;eventualmente;sim;7;onibus;> 5 < 10;70;70;68
897;feminino;grupo B;ensinao medio;vespertino;nao;casado;eventualmente;sim;4;onibus;> 10;54;66;60
898;masculino;grupo C;;matutino;nao;divorciado;eventualmente;sim;1;onibus;> 5 < 10;63;69;69
899;masculino;grupo E;superior incompleto;vespertino;nao;casado;regularmente;sim;3;carro;> 5 < 10;82;79;75
900;masculino;grupo B;superior completo;matutino;nao;casado;eventualmente;nao;2;onibus;> 5 < 10;77;61;61
901;feminino;;ensinao medio;vespertino;nao;casado;regularmente;sim;5;carro;> 5 < 10;56;61;57
902;feminino;grupo E;ensinao medio incompleto;matutino;nao;casado;eventualmente;;2;carro;> 5 < 10;100;100;97
903;masculino;grupo E;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;1;carro;> 5 < 10;64;74;70
904;masculino;grupo D;mestrado;vespertino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;76;75;76
905;feminino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;1;;< 5;50;39;42
906;masculino;grupo C;ensinao medio;matutino;sim;casado;regularmente;sim;4;carro;< 5;77;86;86
907;masculino;grupo D;ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;5;onibus;> 10;84;77;75
908;masculino;grupo A;superior completo;matutino;sim;solteiro;eventualmente;sim;1;carro;> 5 < 10;93;89;89
909;feminino;grupo C;superior incompleto;vespertino;sim;casado;regularmente;nao;1;onibus;> 5 < 10;72;66;64
910;masculino;grupo C;ensinao medio;matutino;nao;casado;regularmente;sim;0;carro;< 5;65;68;73
911;feminino;grupo C;ensinao medio;matutino;nao;casado;;nao;4;carro;> 5 < 10;81;85;77
912;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;nunca;sim;1;onibus;> 5 < 10;78;81;77
913;masculino;grupo E;some ensinao medio incompleto;vespertino;sim;solteiro;regularmente;sim;3;onibus;> 5 < 10;90;86;83
914;masculino;grupo B;superior incompleto;matutino;nao;casado;regularmente;sim;3;onibus;< 5;55;49;51
916;masculino;grupo C;ensinao medio incompleto;matutino;nao;casado;regularmente;sim;3;carro;> 5 < 10;77;70;65
917;feminino;grupo C;superior incompleto;matutino;sim;casado;eventualmente;nao;3;onibus;> 5 < 10;51;56;55
918;masculino;grupo C;ensinao medio;matutino;nao;casado;;sim;0;carro;> 5 < 10;78;79;83
919;feminino;grupo C;superior completo;matutino;sim;;eventualmente;nao;4;carro;< 5;89;78;80
920;masculino;grupo D;mestrado;matutino;nao;casado;nunca;sim;5;onibus;> 5 < 10;85;88;85
921;feminino;grupo C;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;;onibus;> 10;84;72;60
922;feminino;grupo C;ensinao medio;vespertino;nao;divorciado;regularmente;sim;5;carro;> 5 < 10;43;65;57
923;feminino;grupo C;superior incompleto;vespertino;sim;casado;eventualmente;sim;4;carro;< 5;62;76;78
924;masculino;grupo C;ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;2;onibus;< 5;44;52;51
925;masculino;grupo E;ensinao medio;matutino;sim;casado;eventualmente;sim;2;carro;< 5;83;85;82
926;masculino;grupo C;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;4;;< 5;71;58;55
927;masculino;grupo A;superior completo;matutino;nao;divorciado;regularmente;sim;2;onibus;< 5;69;58;55
928;masculino;grupo B;;matutino;nao;casado;eventualmente;sim;3;carro;> 5 < 10;77;78;72
929;masculino;grupo C;ensinao medio;matutino;sim;casado;eventualmente;sim;5;onibus;> 5 < 10;92;92;91
930;feminino;grupo C;mestrado;vespertino;nao;casado;nunca;sim;1;onibus;< 5;72;84;75
931;feminino;grupo C;mestrado;matutino;sim;casado;eventualmente;nao;2;carro;< 5;69;76;82
932;feminino;grupo E;;matutino;sim;solteiro;nunca;sim;1;onibus;> 5 < 10;65;73;74
933;feminino;;superior completo;matutino;nao;casado;regularmente;sim;1;carro;> 5 < 10;52;56;56
934;masculino;grupo B;superior incompleto;vespertino;nao;;eventualmente;nao;1;onibus;> 5 < 10;60;67;67
935;masculino;grupo D;ensinao medio;matutino;sim;divorciado;regularmente;nao;5;carro;> 10;81;69;74
936;masculino;grupo C;some ensinao medio incompleto;vespertino;nao;solteiro;nunca;sim;1;onibus;> 5 < 10;72;65;65
937;masculino;grupo D;ensinao medio;matutino;;casado;;nao;3;onibus;< 5;97;94;97
938;masculino;grupo C;superior incompleto;matutino;nao;divorciado;eventualmente;sim;2;carro;;58;54;57
939;masculino;grupo E;superior incompleto;vespertino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;62;58;61
940;masculino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;3;carro;> 5 < 10;49;51;47
941;masculino;grupo C;superior incompleto;vespertino;nao;casado;eventualmente;nao;2;;> 5 < 10;63;70;66
942;masculino;grupo A;ensinao medio;matutino;nao;casado;regularmente;sim;4;;> 10;74;76;72
943;feminino;grupo B;some ensinao medio incompleto;matutino;sim;casado;eventualmente;nao;;carro;< 5;81;85;76
944;masculino;grupo C;some ensinao medio incompleto;matutino;sim;casado;regularmente;sim;1;onibus;> 5 < 10;82;92;93
945;masculino;grupo D;;matutino;sim;casado;eventualmente;sim;3;onibus;;72;67;72
946;masculino;grupo E;ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;1;onibus;> 5 < 10;67;58;58
947;masculino;grupo C;ensinao medio incompleto;matutino;sim;divorciado;regularmente;nao;2;carro;> 5 < 10;76;70;72
948;masculino;grupo C;ensinao medio incompleto;vespertino;nao;divorciado;eventualmente;sim;3;onibus;> 5 < 10;43;46;45
949;masculino;grupo A;superior completo;vespertino;nao;viuvo;nunca;nao;1;carro;> 5 < 10;63;66;64
950;feminino;grupo E;superior incompleto;matutino;nao;casado;regularmente;nao;3;carro;> 10;99;76;75
951;feminino;grupo D;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;1;onibus;> 5 < 10;70;79;74
952;feminino;;superior incompleto;matutino;sim;divorciado;eventualmente;sim;3;carro;> 5 < 10;56;69;70
953;feminino;grupo D;some ensinao medio incompleto;matutino;nao;;nunca;sim;2;;> 5 < 10;52;56;52
954;masculino;grupo E;some ensinao medio incompleto;matutino;;;regularmente;sim;4;onibus;> 5 < 10;77;87;79
955;feminino;grupo D;ensinao medio incompleto;matutino;sim;solteiro;nunca;sim;3;carro;> 5 < 10;82;74;76
956;feminino;grupo E;;matutino;nao;solteiro;eventualmente;nao;3;carro;> 5 < 10;77;77;81
957;masculino;grupo B;ensinao medio incompleto;vespertino;nao;casado;nunca;sim;2;;< 5;61;76;68
958;masculino;grupo C;;matutino;sim;casado;regularmente;sim;3;onibus;> 5 < 10;67;55;55
959;feminino;grupo B;superior incompleto;matutino;sim;casado;eventualmente;nao;2;carro;> 10;57;45;54
960;feminino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;regularmente;nao;1;onibus;> 5 < 10;62;79;74
961;masculino;grupo E;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;2;carro;> 5 < 10;53;54;55
962;masculino;grupo E;ensinao medio;matutino;sim;casado;eventualmente;nao;3;carro;> 5 < 10;84;81;79
963;feminino;grupo C;superior completo;matutino;sim;casado;regularmente;nao;3;carro;> 10;89;76;84
964;masculino;grupo C;some ensinao medio incompleto;matutino;sim;divorciado;regularmente;sim;4;carro;> 5 < 10;89;99;100
965;masculino;grupo A;ensinao medio;matutino;nao;casado;eventualmente;sim;3;carro;> 5 < 10;72;73;71
966;feminino;grupo A;superior incompleto;matutino;sim;solteiro;regularmente;sim;4;onibus;< 5;79;75;77
967;masculino;grupo C;superior incompleto;matutino;sim;solteiro;regularmente;sim;2;onibus;< 5;88;97;100
968;feminino;grupo D;superior incompleto;matutino;sim;casado;regularmente;nao;1;carro;> 10;94;83;85
971;masculino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;3;onibus;< 5;59;75;70
972;masculino;grupo D;mestrado;matutino;nao;casado;regularmente;sim;;onibus;< 5;59;42;54
973;masculino;grupo C;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;5;carro;> 5 < 10;70;67;68
974;masculino;grupo E;ensinao medio;matutino;sim;casado;eventualmente;sim;0;carro;< 5;73;76;68
975;feminino;grupo E;mestrado;vespertino;sim;solteiro;regularmente;;2;;< 5;80;68;75
976;feminino;grupo C;ensinao medio;matutino;sim;casado;eventualmente;sim;0;onibus;> 10;86;95;94
977;masculino;grupo C;;vespertino;sim;casado;regularmente;sim;4;carro;> 5 < 10;59;71;77
978;masculino;grupo B;superior completo;vespertino;nao;solteiro;regularmente;sim;2;;> 5 < 10;62;60;56
